Date,Week,Plant,Department,Model,Issue_Type,Severity,Affected_Units,Status
2026-03-12,W11,Detroit,Assembly,Edge,Quality Issue,Medium,17,Resolved
2026-03-12,W11,Detroit,Paint Shop,Expedition,Inspection Failure,Low,13,Resolved
2026-03-12,W11,Kansas City,Logistics,Mustang,Machine Failure,Medium,13,Resolved
2026-03-12,W11,Kansas City,Body Shop,Escape,Safety Issue,High,23,Active
2026-03-12,W11,Kansas City,Quality Check,Edge,Quality Issue,Low,9,Resolved
2026-03-12,W11,Kansas City,Paint Shop,Bronco,Equipment Failure,Medium,18,Resolved
2026-03-12,W11,Kansas City,Logistics,Expedition,Safety Issue,Medium,18,Resolved
2026-03-12,W11,Kansas City,Logistics,Fusion,Inspection Failure,Medium,21,Active
2026-03-12,W11,Louisville,Quality Check,F-150,Quality Issue,Medium,14,Active
2026-03-12,W11,Louisville,Logistics,Mustang,Safety Issue,Low,10,Active
2026-03-12,W11,Louisville,Logistics,Explorer,Machine Failure,Medium,14,Resolved
2026-03-12,W11,Louisville,Paint Shop,Escape,Machine Failure,High,21,Active
2026-03-12,W11,Louisville,Paint Shop,Edge,Quality Issue,Medium,12,Active
2026-03-12,W11,Louisville,Assembly,Ranger,Quality Issue,High,23,Active
2026-03-12,W11,Louisville,Paint Shop,Expedition,Quality Issue,Medium,22,Resolved
2026-03-12,W11,Louisville,Body Shop,Fusion,Machine Failure,Medium,18,Active
2026-03-12,W11,Louisville,Paint Shop,Mach-E,Safety Issue,Low,14,Active
2026-03-12,W11,Valencia,Paint Shop,F-150,Safety Issue,Medium,11,Active
2026-03-12,W11,Valencia,Logistics,Mustang,Quality Issue,Medium,18,Resolved
2026-03-12,W11,Valencia,Logistics,Escape,Inspection Failure,Low,9,Active
2026-03-12,W11,Valencia,Logistics,Edge,Inspection Failure,Medium,17,Active
2026-03-12,W11,Valencia,Assembly,Ranger,Machine Failure,High,23,Resolved
2026-03-12,W11,Valencia,Paint Shop,Bronco,Inspection Failure,Low,9,Resolved
2026-03-12,W11,Valencia,Paint Shop,Fusion,Inspection Failure,Medium,20,Active
2026-03-12,W11,Valencia,Logistics,Mach-E,Quality Issue,High,30,Active
2026-03-12,W11,Cologne,Logistics,Mustang,Inspection Failure,Low,9,Active
2026-03-12,W11,Cologne,Quality Check,Ranger,Safety Issue,Low,12,Active
2026-03-12,W11,Cologne,Quality Check,Bronco,Quality Issue,High,26,Active
2026-03-12,W11,Cologne,Paint Shop,Expedition,Quality Issue,Medium,15,Active
2026-03-12,W11,Cologne,Paint Shop,Mach-E,Inspection Failure,Medium,16,Resolved
2026-03-12,W11,Chennai,Body Shop,Mustang,Safety Issue,Medium,17,Active
2026-03-12,W11,Chennai,Assembly,Explorer,Machine Failure,Medium,18,Resolved
2026-03-12,W11,Chennai,Paint Shop,Escape,Safety Issue,High,23,Active
2026-03-12,W11,Chennai,Body Shop,Ranger,Inspection Failure,High,22,Active
2026-03-12,W11,Chennai,Paint Shop,Bronco,Machine Failure,Medium,21,Active
2026-03-12,W11,Chennai,Logistics,Expedition,Equipment Failure,High,28,Active
2026-03-12,W11,Chennai,Assembly,Fusion,Equipment Failure,High,25,Active
2026-03-12,W11,Chennai,Logistics,Mach-E,Machine Failure,Medium,25,Resolved
2026-03-12,W11,Pune,Paint Shop,F-150,Machine Failure,Medium,13,Resolved
2026-03-12,W11,Pune,Quality Check,Explorer,Inspection Failure,Medium,19,Active
2026-03-12,W11,Pune,Assembly,Escape,Equipment Failure,Low,10,Resolved
2026-03-12,W11,Pune,Quality Check,Bronco,Machine Failure,Medium,15,Active
2026-03-12,W11,Pune,Paint Shop,Fusion,Safety Issue,Medium,22,Resolved
2026-03-12,W11,Sanand,Body Shop,Explorer,Safety Issue,Medium,21,Resolved
2026-03-12,W11,Sanand,Paint Shop,Ranger,Quality Issue,High,25,Resolved
2026-03-12,W11,Sanand,Assembly,Expedition,Safety Issue,Medium,18,Active
2026-03-12,W11,Sanand,Quality Check,Fusion,Equipment Failure,Medium,16,Resolved
2026-03-13,W11,Dearborn,Assembly,F-150,Safety Issue,Medium,11,Active
2026-03-13,W11,Dearborn,Paint Shop,Explorer,Inspection Failure,Medium,17,Resolved
2026-03-13,W11,Dearborn,Logistics,Escape,Machine Failure,Low,8,Resolved
2026-03-13,W11,Dearborn,Logistics,Ranger,Quality Issue,Medium,17,Active
2026-03-13,W11,Dearborn,Quality Check,Expedition,Quality Issue,Medium,13,Active
2026-03-13,W11,Chicago,Paint Shop,Explorer,Inspection Failure,Low,9,Resolved
2026-03-13,W11,Chicago,Logistics,Ranger,Inspection Failure,Low,11,Active
2026-03-13,W11,Chicago,Quality Check,Bronco,Safety Issue,Medium,19,Resolved
2026-03-13,W11,Chicago,Assembly,Expedition,Quality Issue,Medium,14,Active
2026-03-13,W11,Detroit,Quality Check,F-150,Quality Issue,Low,8,Resolved
2026-03-13,W11,Detroit,Logistics,Mustang,Quality Issue,Low,9,Active
2026-03-13,W11,Detroit,Assembly,Escape,Machine Failure,Low,10,Resolved
2026-03-13,W11,Detroit,Assembly,Edge,Equipment Failure,Medium,15,Active
2026-03-13,W11,Detroit,Assembly,Expedition,Machine Failure,High,26,Active
2026-03-13,W11,Detroit,Logistics,Fusion,Quality Issue,Low,9,Active
2026-03-13,W11,Detroit,Paint Shop,Mach-E,Inspection Failure,Medium,16,Resolved
2026-03-13,W11,Kansas City,Logistics,Ranger,Safety Issue,High,24,Resolved
2026-03-13,W11,Kansas City,Logistics,Bronco,Equipment Failure,Medium,22,Active
2026-03-13,W11,Kansas City,Body Shop,Fusion,Inspection Failure,Medium,19,Active
2026-03-13,W11,Louisville,Quality Check,Escape,Inspection Failure,Low,9,Active
2026-03-13,W11,Louisville,Logistics,Ranger,Machine Failure,Medium,16,Active
2026-03-13,W11,Louisville,Quality Check,Bronco,Inspection Failure,High,24,Active
2026-03-13,W11,Louisville,Paint Shop,Fusion,Inspection Failure,High,25,Active
2026-03-13,W11,Valencia,Body Shop,Mustang,Machine Failure,Medium,15,Active
2026-03-13,W11,Valencia,Quality Check,Expedition,Quality Issue,Medium,23,Resolved
2026-03-13,W11,Valencia,Body Shop,Mach-E,Machine Failure,Medium,21,Resolved
2026-03-13,W11,Cologne,Logistics,Mustang,Safety Issue,Medium,17,Active
2026-03-13,W11,Cologne,Quality Check,Edge,Inspection Failure,Medium,19,Resolved
2026-03-13,W11,Cologne,Body Shop,Bronco,Safety Issue,Low,10,Resolved
2026-03-13,W11,Cologne,Assembly,Mach-E,Inspection Failure,Low,11,Resolved
2026-03-13,W11,Chennai,Quality Check,Explorer,Inspection Failure,Low,12,Active
2026-03-13,W11,Chennai,Assembly,Bronco,Inspection Failure,Medium,14,Resolved
2026-03-13,W11,Chennai,Paint Shop,Expedition,Machine Failure,High,23,Active
2026-03-13,W11,Chennai,Body Shop,Mach-E,Machine Failure,Medium,18,Active
2026-03-13,W11,Pune,Quality Check,Mustang,Inspection Failure,Medium,20,Active
2026-03-13,W11,Pune,Quality Check,Edge,Machine Failure,Medium,17,Active
2026-03-13,W11,Pune,Paint Shop,Expedition,Quality Issue,High,24,Resolved
2026-03-13,W11,Pune,Assembly,Mach-E,Quality Issue,Medium,16,Active
2026-03-13,W11,Sanand,Paint Shop,Edge,Quality Issue,Medium,23,Active
2026-03-13,W11,Sanand,Body Shop,Bronco,Inspection Failure,Medium,16,Resolved
2026-03-13,W11,Sanand,Logistics,Fusion,Machine Failure,Low,11,Active
2026-03-14,W11,Dearborn,Body Shop,Explorer,Quality Issue,High,16,Active
2026-03-14,W11,Dearborn,Body Shop,Bronco,Safety Issue,Low,8,Active
2026-03-14,W11,Dearborn,Quality Check,Expedition,Safety Issue,Medium,15,Active
2026-03-14,W11,Dearborn,Logistics,Fusion,Machine Failure,Medium,15,Resolved
2026-03-14,W11,Dearborn,Assembly,Mach-E,Quality Issue,High,21,Resolved
2026-03-14,W11,Chicago,Assembly,F-150,Quality Issue,Medium,14,Resolved
2026-03-14,W11,Chicago,Assembly,Explorer,Inspection Failure,Medium,9,Resolved
2026-03-14,W11,Chicago,Logistics,Edge,Quality Issue,High,17,Resolved
2026-03-14,W11,Chicago,Assembly,Mach-E,Safety Issue,Medium,17,Resolved
2026-03-14,W11,Detroit,Quality Check,F-150,Machine Failure,Medium,12,Active
2026-03-14,W11,Detroit,Logistics,Mustang,Equipment Failure,Medium,10,Active
2026-03-14,W11,Detroit,Logistics,Explorer,Machine Failure,Medium,11,Active
2026-03-14,W11,Detroit,Body Shop,Edge,Quality Issue,Medium,10,Active
2026-03-14,W11,Detroit,Logistics,Bronco,Machine Failure,High,19,Resolved
2026-03-14,W11,Detroit,Assembly,Fusion,Safety Issue,Medium,19,Resolved
2026-03-14,W11,Kansas City,Quality Check,Escape,Equipment Failure,High,18,Active
2026-03-14,W11,Kansas City,Quality Check,Ranger,Inspection Failure,High,18,Active
2026-03-14,W11,Kansas City,Body Shop,Bronco,Equipment Failure,High,21,Resolved
2026-03-14,W11,Kansas City,Assembly,Fusion,Machine Failure,Low,9,Active
2026-03-14,W11,Louisville,Logistics,F-150,Safety Issue,Medium,14,Active
2026-03-14,W11,Louisville,Assembly,Mustang,Quality Issue,High,17,Resolved
2026-03-14,W11,Louisville,Paint Shop,Explorer,Equipment Failure,Low,7,Resolved
2026-03-14,W11,Louisville,Paint Shop,Edge,Equipment Failure,Medium,11,Resolved
2026-03-14,W11,Louisville,Body Shop,Ranger,Quality Issue,Medium,13,Active
2026-03-14,W11,Louisville,Paint Shop,Bronco,Safety Issue,High,23,Active
2026-03-14,W11,Louisville,Assembly,Expedition,Quality Issue,Medium,18,Active
2026-03-14,W11,Louisville,Logistics,Mach-E,Inspection Failure,Medium,20,Active
2026-03-14,W11,Valencia,Body Shop,Mustang,Machine Failure,Low,8,Active
2026-03-14,W11,Valencia,Quality Check,Explorer,Inspection Failure,Medium,15,Resolved
2026-03-14,W11,Valencia,Body Shop,Ranger,Equipment Failure,High,20,Resolved
2026-03-14,W11,Valencia,Logistics,Fusion,Safety Issue,Low,9,Active
2026-03-14,W11,Cologne,Assembly,F-150,Quality Issue,High,18,Active
2026-03-14,W11,Cologne,Body Shop,Escape,Safety Issue,Low,7,Resolved
2026-03-14,W11,Cologne,Logistics,Edge,Quality Issue,Medium,13,Active
2026-03-14,W11,Cologne,Paint Shop,Bronco,Machine Failure,High,20,Active
2026-03-14,W11,Cologne,Paint Shop,Mach-E,Safety Issue,Medium,20,Active
2026-03-14,W11,Chennai,Quality Check,F-150,Equipment Failure,Medium,14,Resolved
2026-03-14,W11,Chennai,Paint Shop,Escape,Inspection Failure,Medium,12,Resolved
2026-03-14,W11,Chennai,Quality Check,Edge,Equipment Failure,Medium,11,Active
2026-03-14,W11,Chennai,Paint Shop,Bronco,Machine Failure,Medium,14,Active
2026-03-14,W11,Chennai,Body Shop,Expedition,Safety Issue,Low,10,Active
2026-03-14,W11,Chennai,Assembly,Mach-E,Inspection Failure,High,22,Active
2026-03-14,W11,Pune,Paint Shop,F-150,Inspection Failure,Medium,14,Resolved
2026-03-14,W11,Pune,Paint Shop,Explorer,Machine Failure,Medium,15,Active
2026-03-14,W11,Pune,Quality Check,Edge,Quality Issue,Medium,14,Resolved
2026-03-14,W11,Pune,Logistics,Expedition,Machine Failure,High,25,Resolved
2026-03-14,W11,Pune,Quality Check,Mach-E,Inspection Failure,High,24,Active
2026-03-14,W11,Sanand,Assembly,F-150,Safety Issue,High,20,Active
2026-03-14,W11,Sanand,Logistics,Escape,Safety Issue,High,21,Active
2026-03-14,W11,Sanand,Logistics,Ranger,Safety Issue,High,23,Active
2026-03-14,W11,Sanand,Assembly,Fusion,Safety Issue,Low,8,Resolved
2026-03-14,W11,Sanand,Paint Shop,Mach-E,Safety Issue,Medium,16,Active
2026-03-15,W11,Dearborn,Body Shop,F-150,Inspection Failure,High,15,Resolved
2026-03-15,W11,Dearborn,Assembly,Explorer,Safety Issue,Low,7,Resolved
2026-03-15,W11,Dearborn,Paint Shop,Escape,Inspection Failure,Medium,15,Resolved
2026-03-15,W11,Dearborn,Assembly,Edge,Equipment Failure,Low,9,Active
2026-03-15,W11,Dearborn,Body Shop,Expedition,Equipment Failure,Medium,17,Active
2026-03-15,W11,Chicago,Quality Check,F-150,Quality Issue,Medium,13,Active
2026-03-15,W11,Chicago,Paint Shop,Mustang,Safety Issue,Medium,10,Resolved
2026-03-15,W11,Chicago,Quality Check,Explorer,Inspection Failure,Low,6,Active
2026-03-15,W11,Chicago,Paint Shop,Edge,Inspection Failure,Medium,11,Active
2026-03-15,W11,Chicago,Body Shop,Mach-E,Inspection Failure,High,21,Active
2026-03-15,W11,Detroit,Paint Shop,F-150,Safety Issue,Low,6,Resolved
2026-03-15,W11,Detroit,Assembly,Mustang,Inspection Failure,High,19,Active
2026-03-15,W11,Detroit,Body Shop,Escape,Equipment Failure,Low,8,Active
2026-03-15,W11,Detroit,Paint Shop,Ranger,Machine Failure,High,18,Active
2026-03-15,W11,Detroit,Quality Check,Expedition,Equipment Failure,Low,10,Resolved
2026-03-15,W11,Detroit,Body Shop,Mach-E,Quality Issue,Low,8,Active
2026-03-15,W11,Kansas City,Logistics,Escape,Equipment Failure,High,17,Resolved
2026-03-15,W11,Kansas City,Logistics,Bronco,Inspection Failure,Medium,18,Active
2026-03-15,W11,Kansas City,Logistics,Expedition,Inspection Failure,Medium,17,Resolved
2026-03-15,W11,Kansas City,Assembly,Mach-E,Quality Issue,Low,9,Resolved
2026-03-15,W11,Louisville,Paint Shop,F-150,Equipment Failure,Low,8,Active
2026-03-15,W11,Louisville,Logistics,Mustang,Quality Issue,Medium,13,Active
2026-03-15,W11,Louisville,Assembly,Explorer,Inspection Failure,Medium,15,Active
2026-03-15,W11,Louisville,Body Shop,Escape,Quality Issue,Low,9,Active
2026-03-15,W11,Louisville,Assembly,Ranger,Quality Issue,High,22,Resolved
2026-03-15,W11,Louisville,Assembly,Expedition,Machine Failure,High,22,Resolved
2026-03-15,W11,Valencia,Paint Shop,Bronco,Equipment Failure,Low,8,Resolved
2026-03-15,W11,Valencia,Assembly,Fusion,Quality Issue,Medium,15,Active
2026-03-15,W11,Valencia,Paint Shop,Mach-E,Machine Failure,Medium,19,Active
2026-03-15,W11,Cologne,Paint Shop,Mustang,Machine Failure,Low,8,Active
2026-03-15,W11,Cologne,Paint Shop,Ranger,Quality Issue,High,22,Resolved
2026-03-15,W11,Cologne,Logistics,Bronco,Equipment Failure,Low,9,Active
2026-03-15,W11,Cologne,Body Shop,Fusion,Safety Issue,High,22,Active
2026-03-15,W11,Cologne,Assembly,Mach-E,Quality Issue,High,22,Resolved
2026-03-15,W11,Chennai,Quality Check,F-150,Machine Failure,Low,6,Active
2026-03-15,W11,Chennai,Assembly,Mustang,Inspection Failure,High,20,Active
2026-03-15,W11,Chennai,Assembly,Escape,Inspection Failure,Medium,11,Active
2026-03-15,W11,Chennai,Logistics,Ranger,Safety Issue,Low,11,Active
2026-03-15,W11,Chennai,Assembly,Bronco,Machine Failure,High,21,Resolved
2026-03-15,W11,Chennai,Quality Check,Expedition,Safety Issue,Low,11,Active
2026-03-15,W11,Chennai,Body Shop,Fusion,Inspection Failure,Medium,18,Active
2026-03-15,W11,Chennai,Quality Check,Mach-E,Equipment Failure,Low,11,Active
2026-03-15,W11,Pune,Paint Shop,F-150,Safety Issue,Medium,12,Active
2026-03-15,W11,Pune,Paint Shop,Escape,Equipment Failure,Low,10,Active
2026-03-15,W11,Pune,Body Shop,Ranger,Equipment Failure,High,20,Active
2026-03-15,W11,Pune,Quality Check,Bronco,Equipment Failure,Medium,13,Resolved
2026-03-15,W11,Pune,Assembly,Fusion,Inspection Failure,Medium,20,Resolved
2026-03-15,W11,Pune,Paint Shop,Mach-E,Equipment Failure,Medium,17,Active
2026-03-15,W11,Sanand,Body Shop,F-150,Machine Failure,Medium,11,Resolved
2026-03-15,W11,Sanand,Logistics,Explorer,Quality Issue,High,20,Resolved
2026-03-15,W11,Sanand,Quality Check,Ranger,Equipment Failure,Medium,14,Active
2026-03-15,W11,Sanand,Body Shop,Expedition,Quality Issue,Medium,13,Resolved
2026-03-15,W11,Sanand,Paint Shop,Fusion,Inspection Failure,High,25,Resolved
2026-03-16,W12,Dearborn,Paint Shop,F-150,Equipment Failure,Medium,14,Resolved
2026-03-16,W12,Dearborn,Assembly,Mustang,Quality Issue,Low,7,Active
2026-03-16,W12,Dearborn,Assembly,Explorer,Equipment Failure,Medium,11,Resolved
2026-03-16,W12,Dearborn,Paint Shop,Escape,Inspection Failure,Medium,15,Active
2026-03-16,W12,Dearborn,Assembly,Edge,Safety Issue,Medium,18,Active
2026-03-16,W12,Dearborn,Quality Check,Bronco,Machine Failure,Medium,21,Active
2026-03-16,W12,Dearborn,Quality Check,Fusion,Inspection Failure,Medium,19,Resolved
2026-03-16,W12,Chicago,Paint Shop,Mustang,Safety Issue,High,18,Active
2026-03-16,W12,Chicago,Assembly,Edge,Inspection Failure,Medium,13,Resolved
2026-03-16,W12,Chicago,Body Shop,Fusion,Machine Failure,Medium,18,Active
2026-03-16,W12,Chicago,Body Shop,Mach-E,Inspection Failure,High,23,Resolved
2026-03-16,W12,Detroit,Logistics,F-150,Machine Failure,Medium,16,Active
2026-03-16,W12,Detroit,Logistics,Explorer,Quality Issue,High,22,Resolved
2026-03-16,W12,Detroit,Logistics,Edge,Equipment Failure,Low,9,Active
2026-03-16,W12,Detroit,Assembly,Bronco,Safety Issue,High,24,Active
2026-03-16,W12,Detroit,Quality Check,Fusion,Equipment Failure,Medium,18,Active
2026-03-16,W12,Detroit,Body Shop,Mach-E,Inspection Failure,Medium,15,Resolved
2026-03-16,W12,Kansas City,Paint Shop,F-150,Equipment Failure,Medium,14,Active
2026-03-16,W12,Kansas City,Assembly,Ranger,Equipment Failure,Low,11,Resolved
2026-03-16,W12,Kansas City,Logistics,Bronco,Inspection Failure,Medium,18,Active
2026-03-16,W12,Kansas City,Logistics,Mach-E,Inspection Failure,High,28,Resolved
2026-03-16,W12,Louisville,Paint Shop,Edge,Equipment Failure,Low,8,Active
2026-03-16,W12,Louisville,Assembly,Mach-E,Machine Failure,High,26,Resolved
2026-03-16,W12,Valencia,Paint Shop,F-150,Quality Issue,Medium,15,Active
2026-03-16,W12,Valencia,Quality Check,Explorer,Quality Issue,Medium,13,Active
2026-03-16,W12,Valencia,Logistics,Escape,Equipment Failure,High,22,Active
2026-03-16,W12,Valencia,Logistics,Ranger,Equipment Failure,Low,10,Active
2026-03-16,W12,Valencia,Assembly,Bronco,Safety Issue,High,25,Active
2026-03-16,W12,Valencia,Quality Check,Expedition,Safety Issue,Medium,15,Resolved
2026-03-16,W12,Valencia,Assembly,Mach-E,Machine Failure,Medium,16,Active
2026-03-16,W12,Cologne,Quality Check,Bronco,Machine Failure,Medium,17,Active
2026-03-16,W12,Cologne,Logistics,Mach-E,Safety Issue,Medium,23,Active
2026-03-16,W12,Chennai,Body Shop,Edge,Inspection Failure,Medium,13,Resolved
2026-03-16,W12,Chennai,Quality Check,Bronco,Inspection Failure,Medium,14,Active
2026-03-16,W12,Chennai,Assembly,Fusion,Machine Failure,High,27,Resolved
2026-03-16,W12,Pune,Assembly,Explorer,Equipment Failure,High,24,Active
2026-03-16,W12,Pune,Quality Check,Expedition,Safety Issue,Low,14,Active
2026-03-16,W12,Pune,Quality Check,Fusion,Safety Issue,Medium,20,Active
2026-03-16,W12,Sanand,Paint Shop,F-150,Equipment Failure,Low,11,Resolved
2026-03-16,W12,Sanand,Body Shop,Mustang,Quality Issue,Medium,17,Resolved
2026-03-16,W12,Sanand,Quality Check,Explorer,Machine Failure,Low,10,Active
2026-03-16,W12,Sanand,Body Shop,Escape,Machine Failure,Medium,16,Active
2026-03-16,W12,Sanand,Body Shop,Edge,Machine Failure,Medium,21,Active
2026-03-17,W12,Dearborn,Quality Check,F-150,Quality Issue,Medium,12,Resolved
2026-03-17,W12,Dearborn,Logistics,Explorer,Safety Issue,Medium,12,Active
2026-03-17,W12,Dearborn,Paint Shop,Edge,Equipment Failure,Low,9,Active
2026-03-17,W12,Dearborn,Body Shop,Ranger,Safety Issue,Medium,19,Resolved
2026-03-17,W12,Dearborn,Quality Check,Expedition,Quality Issue,Low,9,Active
2026-03-17,W12,Chicago,Assembly,Mustang,Equipment Failure,High,19,Active
2026-03-17,W12,Chicago,Assembly,Explorer,Quality Issue,High,21,Active
2026-03-17,W12,Chicago,Assembly,Escape,Inspection Failure,Low,8,Active
2026-03-17,W12,Chicago,Paint Shop,Edge,Machine Failure,High,24,Active
2026-03-17,W12,Chicago,Body Shop,Ranger,Inspection Failure,High,25,Active
2026-03-17,W12,Chicago,Assembly,Bronco,Equipment Failure,Low,9,Resolved
2026-03-17,W12,Chicago,Quality Check,Expedition,Machine Failure,Medium,16,Resolved
2026-03-17,W12,Chicago,Logistics,Fusion,Machine Failure,Medium,22,Resolved
2026-03-17,W12,Chicago,Body Shop,Mach-E,Equipment Failure,High,27,Active
2026-03-17,W12,Detroit,Quality Check,F-150,Quality Issue,Medium,13,Active
2026-03-17,W12,Detroit,Paint Shop,Edge,Equipment Failure,Low,9,Active
2026-03-17,W12,Detroit,Quality Check,Bronco,Quality Issue,High,21,Resolved
2026-03-17,W12,Detroit,Body Shop,Expedition,Equipment Failure,Medium,16,Resolved
2026-03-17,W12,Detroit,Quality Check,Mach-E,Inspection Failure,Medium,22,Active
2026-03-17,W12,Kansas City,Logistics,Explorer,Inspection Failure,Medium,11,Resolved
2026-03-17,W12,Kansas City,Logistics,Ranger,Quality Issue,High,22,Active
2026-03-17,W12,Kansas City,Paint Shop,Expedition,Machine Failure,Low,10,Active
2026-03-17,W12,Kansas City,Body Shop,Mach-E,Quality Issue,Medium,16,Resolved
2026-03-17,W12,Louisville,Logistics,Mustang,Inspection Failure,Medium,12,Resolved
2026-03-17,W12,Louisville,Assembly,Explorer,Inspection Failure,Medium,15,Active
2026-03-17,W12,Louisville,Body Shop,Escape,Equipment Failure,Medium,15,Active
2026-03-17,W12,Louisville,Paint Shop,Ranger,Quality Issue,High,23,Active
2026-03-17,W12,Louisville,Assembly,Bronco,Safety Issue,High,26,Active
2026-03-17,W12,Louisville,Logistics,Expedition,Equipment Failure,High,22,Active
2026-03-17,W12,Valencia,Quality Check,F-150,Equipment Failure,Medium,18,Active
2026-03-17,W12,Valencia,Body Shop,Explorer,Quality Issue,High,21,Active
2026-03-17,W12,Valencia,Assembly,Escape,Machine Failure,Low,12,Active
2026-03-17,W12,Valencia,Quality Check,Ranger,Safety Issue,Low,9,Active
2026-03-17,W12,Valencia,Body Shop,Bronco,Equipment Failure,Medium,20,Active
2026-03-17,W12,Valencia,Body Shop,Expedition,Inspection Failure,Medium,23,Active
2026-03-17,W12,Valencia,Body Shop,Mach-E,Quality Issue,Medium,18,Active
2026-03-17,W12,Cologne,Paint Shop,F-150,Machine Failure,Medium,16,Resolved
2026-03-17,W12,Cologne,Assembly,Ranger,Inspection Failure,Low,13,Resolved
2026-03-17,W12,Cologne,Body Shop,Bronco,Safety Issue,High,24,Active
2026-03-17,W12,Cologne,Quality Check,Fusion,Equipment Failure,Medium,15,Resolved
2026-03-17,W12,Cologne,Assembly,Mach-E,Safety Issue,High,30,Resolved
2026-03-17,W12,Chennai,Body Shop,F-150,Machine Failure,Medium,17,Active
2026-03-17,W12,Chennai,Body Shop,Explorer,Safety Issue,Medium,14,Active
2026-03-17,W12,Chennai,Assembly,Edge,Quality Issue,Low,12,Resolved
2026-03-17,W12,Chennai,Body Shop,Ranger,Quality Issue,Medium,15,Resolved
2026-03-17,W12,Chennai,Logistics,Bronco,Quality Issue,Medium,20,Active
2026-03-17,W12,Pune,Paint Shop,F-150,Safety Issue,Medium,16,Active
2026-03-17,W12,Pune,Quality Check,Mustang,Inspection Failure,High,20,Active
2026-03-17,W12,Pune,Assembly,Escape,Equipment Failure,Medium,19,Active
2026-03-17,W12,Pune,Assembly,Ranger,Machine Failure,High,26,Active
2026-03-17,W12,Pune,Paint Shop,Expedition,Quality Issue,Medium,15,Active
2026-03-17,W12,Pune,Paint Shop,Fusion,Safety Issue,Medium,21,Resolved
2026-03-17,W12,Pune,Quality Check,Mach-E,Equipment Failure,High,31,Resolved
2026-03-17,W12,Sanand,Assembly,F-150,Equipment Failure,Medium,19,Active
2026-03-17,W12,Sanand,Logistics,Mustang,Quality Issue,Low,8,Resolved
2026-03-17,W12,Sanand,Logistics,Edge,Quality Issue,High,24,Active
2026-03-17,W12,Sanand,Body Shop,Bronco,Machine Failure,Low,11,Resolved
2026-03-17,W12,Sanand,Paint Shop,Fusion,Safety Issue,High,30,Active
2026-03-17,W12,Sanand,Body Shop,Mach-E,Machine Failure,High,29,Resolved
2026-03-18,W12,Dearborn,Quality Check,F-150,Inspection Failure,Medium,15,Resolved
2026-03-18,W12,Dearborn,Logistics,Mustang,Machine Failure,High,17,Active
2026-03-18,W12,Dearborn,Quality Check,Edge,Quality Issue,Medium,19,Active
2026-03-18,W12,Dearborn,Body Shop,Ranger,Equipment Failure,High,23,Active
2026-03-18,W12,Dearborn,Quality Check,Expedition,Inspection Failure,Medium,18,Resolved
2026-03-18,W12,Chicago,Assembly,F-150,Machine Failure,Low,8,Active
2026-03-18,W12,Chicago,Assembly,Escape,Safety Issue,Medium,18,Resolved
2026-03-18,W12,Chicago,Logistics,Ranger,Machine Failure,High,22,Active
2026-03-18,W12,Chicago,Body Shop,Bronco,Quality Issue,Medium,18,Active
2026-03-18,W12,Chicago,Paint Shop,Fusion,Quality Issue,High,24,Resolved
2026-03-18,W12,Chicago,Paint Shop,Mach-E,Quality Issue,Low,13,Active
2026-03-18,W12,Detroit,Logistics,Mustang,Inspection Failure,High,19,Active
2026-03-18,W12,Detroit,Assembly,Escape,Quality Issue,Medium,19,Resolved
2026-03-18,W12,Kansas City,Paint Shop,F-150,Machine Failure,Medium,13,Active
2026-03-18,W12,Kansas City,Body Shop,Explorer,Quality Issue,High,20,Active
2026-03-18,W12,Kansas City,Quality Check,Escape,Safety Issue,Medium,17,Resolved
2026-03-18,W12,Kansas City,Paint Shop,Expedition,Equipment Failure,Medium,17,Resolved
2026-03-18,W12,Louisville,Logistics,Explorer,Machine Failure,Medium,12,Active
2026-03-18,W12,Louisville,Paint Shop,Edge,Equipment Failure,Medium,16,Resolved
2026-03-18,W12,Louisville,Logistics,Expedition,Quality Issue,High,26,Resolved
2026-03-18,W12,Louisville,Logistics,Fusion,Quality Issue,High,26,Active
2026-03-18,W12,Valencia,Quality Check,F-150,Equipment Failure,Medium,12,Resolved
2026-03-18,W12,Valencia,Assembly,Edge,Safety Issue,High,25,Resolved
2026-03-18,W12,Valencia,Paint Shop,Expedition,Equipment Failure,High,26,Resolved
2026-03-18,W12,Valencia,Logistics,Fusion,Safety Issue,Medium,15,Resolved
2026-03-18,W12,Cologne,Assembly,F-150,Inspection Failure,Low,7,Active
2026-03-18,W12,Cologne,Paint Shop,Mustang,Quality Issue,Medium,18,Resolved
2026-03-18,W12,Cologne,Logistics,Explorer,Equipment Failure,High,22,Active
2026-03-18,W12,Cologne,Logistics,Edge,Equipment Failure,Medium,16,Resolved
2026-03-18,W12,Cologne,Body Shop,Bronco,Quality Issue,Medium,16,Active
2026-03-18,W12,Cologne,Logistics,Fusion,Equipment Failure,High,25,Resolved
2026-03-18,W12,Chennai,Paint Shop,F-150,Equipment Failure,High,21,Resolved
2026-03-18,W12,Chennai,Paint Shop,Mustang,Safety Issue,High,25,Resolved
2026-03-18,W12,Chennai,Assembly,Edge,Quality Issue,Medium,22,Resolved
2026-03-18,W12,Chennai,Quality Check,Expedition,Equipment Failure,Low,10,Active
2026-03-18,W12,Chennai,Assembly,Fusion,Quality Issue,Medium,15,Resolved
